,pic_id,screen_name,user_id,lang,location,protected,followers_count,friends_count,statuses_count,favourites_count,account_created_at,verified,num.tweets.used.Lexicon.prediction,Lexicon.age.prediction,Lexicon.gender.prediction..index.,lexicon.gender.prediction,human.labeled.age,age
961,2882,SzaraCole,3394604909.0,en,"Florida, USA",0,0.0003323983774034762,0.002195162893999458,0.006625298041487806,0.015370932959750665,0.6342485576812711,0.0,0.6153846153846154,0.36305644227550143,0.5316214499834035,0.0,0.08928571428571429,0.0
962,2887,Taaccardo01,2927327894.0,en,"Chicago,  Illinois",0,0.0001436289285076749,0.0017303048693878078,0.00034461888382251267,0.07881439972296117,0.5858686467536003,0.0,0.7272727272727273,0.17678178680643836,0.4134217867516418,1.0,0.08928571428571429,0.0
963,2892,TamaraTaco,1337524069.0,en,"Tennessee, USA",0,0.00013747340300020313,0.0030344898828816034,0.010088717823904058,0.005669326869093904,0.45694873976500916,0.0,0.6153846153846154,0.2108031957761106,0.5845109154942222,0.0,0.125,0.0
964,2900,TatumLBS,342916649.0,en,barbers hill,0,0.0016599400451815572,0.008419095334633215,0.025592259859869345,0.01134390068577605,0.3259807745423744,0.0,0.6153846153846154,0.1803779897997894,0.7362847864207668,0.0,0.125,0.0
965,2903,taylor_hockey8,446935428.0,en,"Alaska, USA",0,0.000904862249598352,0.017638779489430937,0.041072109347571835,0.040842240026864374,0.3581060600854403,0.0,0.6153846153846154,0.18852352393903685,0.48652509375560005,0.0,0.07142857142857142,0.0
966,2904,Taylor_Kayy_,2507844655.0,en,Bold&BeautifulbyTK,0,0.0034860792790648524,0.013597097219890759,0.13381982032432946,0.2516934523341046,0.5423982561603682,0.0,0.6153846153846154,0.1867708293950105,0.5549562388540293,0.0,0.125,0.0
967,2909,tc_terrell,352702982.0,en,"Texas, USA",0,0.0006463301782845371,0.004519453017057707,0.062335094479420865,0.18533792965942064,0.3291772192524785,0.0,0.6153846153846154,0.20267120718425455,0.47280600855291144,1.0,0.16071428571428573,1.0
968,2912,tcomer4418,309942480.0,en,"Palmyra, VA",0,0.0005314270354783971,0.004351587619281278,0.1428229886641926,0.005212842428916978,0.31463903247781416,0.0,0.6153846153846154,0.35183743194695505,0.44356870479310156,1.0,0.14285714285714285,0.0
969,2918,teghanbartee_,3690695235.0,en,"Bunker Hill, IL",0,0.00029546522435864556,0.006081892488669085,0.006948378245071412,0.06730259671436142,0.6447922486398551,0.0,0.6153846153846154,0.16076293768231495,0.5041099218660882,0.0,0.07142857142857142,0.0
971,2928,ThatBoyAnt15,543855919.0,en,Miami,0,0.002090826830704582,0.008574048009503765,0.046691551021902686,0.0306605382318836,0.3788742508035708,0.0,0.6153846153846154,0.2581925874432594,0.46557830680801093,1.0,0.16071428571428573,1.0
973,2935,the_grand_marsh,8.78e+17,en,"Ohio, USA",0,0.0001559399795226185,0.007670157406092223,0.02489871435617654,0.1252420154575076,0.7801889734720384,0.0,0.6153846153846154,0.18091188794692428,0.4315242118763241,1.0,0.10714285714285714,0.0
974,2936,The_Jessixa,2450704946.0,en,"North Carolina, USA",0,0.0014896371728081712,0.007773459189339256,0.061865551250212696,0.5693620236427458,0.535749048750278,0.0,0.6153846153846154,0.14680964856134776,0.6256585136921022,0.0,0.07142857142857142,0.0
975,2937,the_jose_negro,937464548.0,en,"Frankfort, KY",0,0.0006299154435979457,0.006998695814986506,0.03344526267497485,0.04097603719036451,0.42534734889264925,0.0,0.6153846153846154,0.2240238214873084,0.32383925008851633,1.0,0.14285714285714285,0.0
976,2940,The_Psi_Lord,1636376978.0,en,"Chicago, IL",0,0.0031536809016613765,0.031855687408803894,0.32948796095468047,0.5134295623521017,0.4809568015725906,0.0,0.6153846153846154,0.3340788227214249,0.353701961499599,1.0,0.3392857142857143,1.0
977,2952,thecassychase,2921167764.0,en,"Seattle, WA",0,0.0034286277076617825,0.009955709360432835,0.11256329679655208,0.411394796077382,0.584817640643348,0.0,0.6153846153846154,0.18838393599256945,0.8293165296978746,0.0,0.10714285714285714,0.0
978,2955,thecoolestdaisy,7.76e+17,en,beast coast,0,0.0005601528211799322,0.002220988339811216,0.04786756296294701,0.019450434709607684,0.7211288051268276,0.0,0.6153846153846154,0.17011240211788362,0.7609862018726231,0.0,0.17857142857142858,1.0
